word	valence	arousal	dominance	goodness	energy	structure	power	danger
aaaaaaah	-0.02102	0.106034	-0.209155	-0.134677	-0.022548	0.191793	-0.111175	0.079288
aaaah	0.01998	0.136034	-0.218155	-0.108079	-0.009215	0.233945	-0.082939	0.069907
aardvark	-0.07302	-0.009966	-0.063155	-0.091981	-0.030811	0.003154	-0.086828	0.043254
aardvarks	-0.07302	-0.009966	-0.063155	-0.091981	-0.030811	0.003154	-0.086828	0.043254
abaci	0.00998	-0.223966	-0.015155	0.034769	-0.194588	-0.106849	-0.113009	-0.16218
aback	-0.11502	-0.092966	-0.212155	-0.18759	-0.173363	0.040463	-0.255233	0.01006
abacks	-0.11502	-0.092966	-0.212155	-0.18759	-0.173363	0.040463	-0.255233	0.01006
abacus	0.00998	-0.223966	-0.015155	0.034769	-0.194588	-0.106849	-0.113009	-0.16218
abacuses	0.00998	-0.223966	-0.015155	0.034769	-0.194588	-0.106849	-0.113009	-0.16218
abalone	-2e-05	-0.019966	-0.088155	-0.039474	-0.064258	0.049826	-0.07335	-0.017525
abandon	-0.44802	0.019034	-0.255155	-0.512623	-0.051154	-0.028099	-0.39865	0.326308
abandoned	-0.45402	-0.018966	-0.370155	-0.567492	-0.14389	0.027529	-0.503023	0.299532
abandonment	-0.37202	-0.069966	-0.298155	-0.454393	-0.160015	-0.010649	-0.434452	0.208156
abandonments	-0.37202	-0.069966	-0.298155	-0.454393	-0.160015	-0.010649	-0.434452	0.208156
abandons	-0.44802	0.019034	-0.255155	-0.512623	-0.051154	-0.028099	-0.39865	0.326308
abashed	-0.32302	0.144034	-0.193155	-0.393482	0.065648	0.057088	-0.231814	0.324654
abate	-0.24502	0.196034	0.103845	-0.190903	0.257112	-0.081839	0.046816	0.316794
abatement	-0.11202	-0.161966	-0.164155	-0.151588	-0.204748	-0.028767	-0.251968	-0.03759
abatements	-0.11202	-0.161966	-0.164155	-0.151588	-0.204748	-0.028767	-0.251968	-0.03759
abates	-0.24502	0.196034	0.103845	-0.190903	0.257112	-0.081839	0.046816	0.316794
abba	0.06198	3.4e-05	-0.020155	0.043823	-0.020784	0.043535	0.016291	-0.045684
abbas	0.06198	3.4e-05	-0.020155	0.043823	-0.020784	0.043535	0.016291	-0.045684
abbey	0.07998	-0.132966	-0.056155	0.0619	-0.152901	0.004453	-0.064347	-0.151887
abbeys	0.07998	-0.132966	-0.056155	0.0619	-0.152901	0.004453	-0.064347	-0.151887
abbot	-0.07302	-0.178966	-0.017155	-0.044599	-0.145306	-0.120632	-0.134284	-0.071211
abbots	-0.07302	-0.178966	-0.017155	-0.044599	-0.145306	-0.120632	-0.134284	-0.071211
abbreviate	0.03098	-0.124966	-0.170155	-0.036495	-0.200284	0.063902	-0.167428	-0.115816
abbreviates	0.03098	-0.124966	-0.170155	-0.036495	-0.200284	0.063902	-0.167428	-0.115816
abbreviation	-0.03102	-0.193966	-0.155155	-0.072518	-0.239191	-0.013677	-0.220411	-0.117855
abbreviations	-0.03102	-0.193966	-0.155155	-0.072518	-0.239191	-0.013677	-0.220411	-0.117855
abdomen	-0.03102	-0.037966	-0.029155	-0.035157	-0.04218	-0.015442	-0.054686	-0.004966
abdomens	-0.03102	-0.037966	-0.029155	-0.035157	-0.04218	-0.015442	-0.054686	-0.004966
abdomina	-0.03102	-0.037966	-0.029155	-0.035157	-0.04218	-0.015442	-0.054686	-0.004966
abdominal	-0.01002	-0.043966	-0.055155	-0.028641	-0.064575	0.009236	-0.065913	-0.025409
abdominals	-0.01002	-0.043966	-0.055155	-0.028641	-0.064575	0.009236	-0.065913	-0.025409
abduct	-0.32702	0.220034	0.114845	-0.260014	0.295955	-0.115542	0.025414	0.393129
abduction	-0.43802	0.490034	0.172845	-0.368282	0.567862	-0.061415	0.141125	0.661954
abductions	-0.43802	0.490034	0.172845	-0.368282	0.567862	-0.061415	0.141125	0.661954
aberrant	-0.35402	0.265034	-0.069155	-0.378632	0.237642	0.022804	-0.099695	0.435771
aberrants	-0.35402	0.265034	-0.069155	-0.378632	0.237642	0.022804	-0.099695	0.435771
aberration	-0.37502	0.316034	-0.083155	-0.411125	0.275479	0.0502	-0.095916	0.485502
aberrations	-0.37502	0.316034	-0.083155	-0.411125	0.275479	0.0502	-0.095916	0.485502
abeyance	-0.17002	0.010034	-0.208155	-0.248549	-0.077443	0.067545	-0.230511	0.12099
abeyances	-0.17002	0.010034	-0.208155	-0.248549	-0.077443	0.067545	-0.230511	0.12099
abhor	-0.37502	0.102034	-0.151155	-0.411903	0.062059	-0.019592	-0.247377	0.335141
abhorrence	-0.33302	0.184034	-0.080155	-0.353694	0.161502	-0.003723	-0.1359	0.364298
abhorrences	-0.33302	0.184034	-0.080155	-0.353694	0.161502	-0.003723	-0.1359	0.364298
abhorrent	-0.27102	0.250034	-0.026155	-0.284006	0.235338	0.024697	-0.034413	0.367231
abide	0.13498	-0.145966	0.204845	0.23699	-0.030911	-0.1561	0.14572	-0.189435
abiding	0.29598	-0.172966	0.249845	0.401739	-0.054473	-0.124829	0.245554	-0.322591
abidings	0.29598	-0.172966	0.249845	0.401739	-0.054473	-0.124829	0.245554	-0.322591
ability	0.37498	0.010034	0.315845	0.474414	0.119686	-0.032782	0.420093	-0.250831
abject	-0.14602	0.090034	-0.083155	-0.179592	0.052494	0.036524	-0.089871	0.164109
abjects	-0.14602	0.090034	-0.083155	-0.179592	0.052494	0.036524	-0.089871	0.164109
ablation	-0.08202	3.4e-05	-0.000155	-0.070919	0.013027	-0.039091	-0.040936	0.059359
ablations	-0.08202	3.4e-05	-0.000155	-0.070919	0.013027	-0.039091	-0.040936	0.059359
ablaze	-0.26002	0.347034	0.024845	-0.264439	0.341259	0.047694	0.05432	0.428293
able	0.28598	3.4e-05	0.309845	0.396151	0.122379	-0.076653	0.366657	-0.193586
abnormal	-0.36302	0.104034	-0.191155	-0.421093	0.040111	0.014786	-0.269395	0.32612
abnormality	-0.40802	0.155034	-0.117155	-0.431951	0.129481	-0.029903	-0.213879	0.396992
abnormals	-0.36302	0.104034	-0.191155	-0.421093	0.040111	0.014786	-0.269395	0.32612
aboard	0.19798	-0.215966	-0.019155	0.194022	-0.220143	-0.009846	-0.01847	-0.292858
abode	0.11998	-0.197966	-0.000155	0.133113	-0.182551	-0.050416	-0.034958	-0.223208
abodes	0.11998	-0.197966	-0.000155	0.133113	-0.182551	-0.050416	-0.034958	-0.223208
abolish	-0.05202	0.115034	0.028845	-0.048221	0.118842	0.017953	0.049936	0.118132
abolition	-0.17702	0.190034	0.028845	-0.167382	0.200658	-0.000939	0.023529	0.260243
abolitions	-0.17702	0.190034	0.028845	-0.167382	0.200658	-0.000939	0.023529	0.260243
abominable	-0.38002	0.231034	-0.018155	-0.371459	0.241385	-0.043283	-0.091976	0.433346
abominate	-0.30202	0.288034	-0.134155	-0.368446	0.213088	0.10497	-0.109855	0.411206
abomination	-0.42202	0.255034	0.017845	-0.393987	0.287401	-0.07508	-0.075368	0.481814
abominations	-0.42202	0.255034	0.017845	-0.393987	0.287401	-0.07508	-0.075368	0.481814
aboriginal	-0.05202	-0.072966	0.041845	-0.013889	-0.029218	-0.093459	-0.030481	-0.01084
aboriginals	-0.05202	-0.072966	0.041845	-0.013889	-0.029218	-0.093459	-0.030481	-0.01084
abort	-0.34702	0.186034	-0.071155	-0.361751	0.170264	-0.015526	-0.135402	0.376191
abortion	-0.41802	0.270034	-0.217155	-0.505902	0.171745	0.096864	-0.236284	0.479169
abortions	-0.41802	0.270034	-0.217155	-0.505902	0.171745	0.096864	-0.236284	0.479169
abortive	-0.41002	0.276034	-0.220155	-0.501332	0.173793	0.106025	-0.231605	0.477386
abortives	-0.41002	0.276034	-0.220155	-0.501332	0.173793	0.106025	-0.231605	0.477386
aborts	-0.34702	0.186034	-0.071155	-0.361751	0.170264	-0.015526	-0.135402	0.376191
abound	0.20398	-0.009966	0.180845	0.264722	0.057278	-0.03246	0.227688	-0.146685
abovementioned	0.04098	-0.201966	0.008845	0.069812	-0.168371	-0.096567	-0.069692	-0.168421
abracadabra	0.17298	0.132034	-0.066155	0.097836	0.045479	0.200228	0.101339	-0.037021
abracadabras	0.17298	0.132034	-0.066155	0.097836	0.045479	0.200228	0.101339	-0.037021
abrasion	-0.09402	0.092034	-0.059155	-0.123425	0.05886	0.045947	-0.045654	0.128895
abrasions	-0.09402	0.092034	-0.059155	-0.123425	0.05886	0.045947	-0.045654	0.128895
abrasive	-0.10802	0.110034	0.092845	-0.065031	0.158343	-0.055628	0.065981	0.15795
abrasives	-0.10802	0.110034	0.092845	-0.065031	0.158343	-0.055628	0.065981	0.15795
abreast	0.13498	-0.119966	0.018845	0.143567	-0.110291	-0.013822	0.02353	-0.179504
abroad	0.17698	0.096034	0.060845	0.167805	0.083987	0.095049	0.178043	-0.059268
abrogate	-0.17302	0.010034	0.093845	-0.105756	0.086749	-0.141893	-0.01344	0.136122
abrupt	-0.22902	0.319034	0.044845	-0.223855	0.324055	0.033481	0.070852	0.387431
abruptly	-0.25002	0.308034	0.055845	-0.235054	0.324293	0.00987	0.063101	0.395518
abrupts	-0.22902	0.319034	0.044845	-0.223855	0.324055	0.033481	0.070852	0.387431
abscess	-0.34602	-0.048966	-0.151155	-0.364307	-0.067148	-0.088019	-0.305084	0.210123
abscesses	-0.34602	-0.048966	-0.151155	-0.364307	-0.067148	-0.088019	-0.305084	0.210123
absence	-0.34702	-0.264966	-0.234155	-0.372871	-0.290191	-0.149048	-0.468855	0.058464
absent	-0.32302	-0.278966	-0.384155	-0.422262	-0.386884	-0.04189	-0.572153	0.025016
absentee	-0.26502	-0.169966	-0.221155	-0.309977	-0.217844	-0.067022	-0.373226	0.065148
absenteeism	-0.09602	-0.226966	-0.143155	-0.117953	-0.249544	-0.071005	-0.25986	-0.093049
absenteeisms	-0.09602	-0.226966	-0.143155	-0.117953	-0.249544	-0.071005	-0.25986	-0.093049
absentees	-0.26502	-0.169966	-0.221155	-0.309977	-0.217844	-0.067022	-0.373226	0.065148
absents	-0.32302	-0.278966	-0.384155	-0.422262	-0.386884	-0.04189	-0.572153	0.025016
absinthe	-0.01902	0.010034	-0.038155	-0.036294	-0.009372	0.022654	-0.03229	0.019037
absinthes	-0.01902	0.010034	-0.038155	-0.036294	-0.009372	0.022654	-0.03229	0.019037
absolute	0.02598	0.010034	0.326845	0.178284	0.181317	-0.207225	0.254276	0.002144
absolutes	0.02598	0.010034	0.326845	0.178284	0.181317	-0.207225	0.254276	0.002144
absolution	0.21498	3.4e-05	0.163845	0.264545	0.054558	-0.010042	0.22564	-0.148483
absolutions	0.21498	3.4e-05	0.163845	0.264545	0.054558	-0.010042	0.22564	-0.148483
absolve	0.18398	-0.050966	0.159845	0.243461	0.015257	-0.049903	0.182941	-0.161365
absorb	-0.03102	0.058034	0.169845	0.046306	0.144901	-0.100185	0.135203	0.069717
absorbed	-0.01002	-0.028966	0.018845	0.004743	-0.012084	-0.033556	-0.005191	-0.011899
absorbent	0.05198	-0.105966	0.217845	0.165589	0.022376	-0.182938	0.132912	-0.101267
absorbents	0.05198	-0.105966	0.217845	0.165589	0.022376	-0.182938	0.132912	-0.101267
absorbing	-0.01002	-0.009966	0.077845	0.030309	0.035576	-0.063838	0.046587	0.003724
absorption	0.10898	-0.077966	-0.054155	0.079697	-0.111065	0.046915	-0.022181	-0.134889
absorptions	0.10898	-0.077966	-0.054155	0.079697	-0.111065	0.046915	-0.022181	-0.134889
abstain	-0.11502	-0.114966	-0.073155	-0.11739	-0.116162	-0.067264	-0.165146	0.000868
abstention	-0.22902	-0.235966	0.008845	-0.158306	-0.153356	-0.244192	-0.220378	0.0035
abstentions	-0.22902	-0.235966	0.008845	-0.158306	-0.153356	-0.244192	-0.220378	0.0035
abstinence	-0.24002	-0.107966	-0.071155	-0.225433	-0.089365	-0.124592	-0.222596	0.096215
abstract	-0.06202	-0.207966	-0.056155	-0.049543	-0.192129	-0.104315	-0.170888	-0.100824
abstraction	-0.03102	-0.060966	0.024845	-0.005727	-0.031883	-0.065169	-0.026594	-0.018495
abstracts	-0.06202	-0.207966	-0.056155	-0.049543	-0.192129	-0.104315	-0.170888	-0.100824
absurd	-0.31202	0.156034	-0.216155	-0.396846	0.061326	0.084728	-0.237249	0.323976
absurdity	-0.38502	0.028034	-0.273155	-0.46822	-0.063535	0.019326	-0.376008	0.286155
absurds	-0.31202	0.156034	-0.216155	-0.396846	0.061326	0.084728	-0.237249	0.323976
abundance	0.31198	0.190034	0.351845	0.410453	0.297757	0.010398	0.50078	-0.079688
abundances	0.31198	0.190034	0.351845	0.410453	0.297757	0.010398	0.50078	-0.079688
abundant	0.45798	0.090034	0.259845	0.507195	0.142093	0.089072	0.459116	-0.258166
abuse	-0.42902	0.373034	-0.031155	-0.441243	0.359309	0.01963	-0.057936	0.566076
abused	-0.47902	0.374034	-0.265155	-0.597224	0.241258	0.157437	-0.251706	0.592897
abuses	-0.42902	0.373034	-0.031155	-0.441243	0.359309	0.01963	-0.057936	0.566076
abusive	-0.37502	0.403034	0.066845	-0.351906	0.428572	-0.005699	0.054211	0.551882
abutment	-2e-05	-0.234966	0.115845	0.090839	-0.131053	-0.207852	-0.028436	-0.156901
abutments	-2e-05	-0.234966	0.115845	0.090839	-0.131053	-0.207852	-0.028436	-0.156901
aby	-0.11502	-0.047966	-0.132155	-0.155798	-0.092868	0.009887	-0.175834	0.044498
abysmal	-0.25002	0.210034	0.097845	-0.200201	0.266207	-0.072467	0.046673	0.3298
abyss	-0.14702	0.225034	-0.204155	-0.258865	0.09844	0.192959	-0.113438	0.252653
abysses	-0.14702	0.225034	-0.204155	-0.258865	0.09844	0.192959	-0.113438	0.252653
academic	0.28098	-0.079966	0.311845	0.404742	0.058258	-0.12402	0.327391	-0.245002
academics	0.28098	-0.079966	0.311845	0.404742	0.058258	-0.12402	0.327391	-0.245002
academies	0.20398	-0.026966	0.291845	0.320696	0.103425	-0.118177	0.299899	-0.153634
academy	0.20398	-0.026966	0.291845	0.320696	0.103425	-0.118177	0.299899	-0.153634
accede	0.19798	0.010034	0.036845	0.187231	-0.003327	0.074751	0.13004	-0.134745
accelerant	0.14298	0.344034	0.301845	0.217423	0.424665	0.04796	0.454024	0.146542
accelerants	0.14298	0.344034	0.301845	0.217423	0.424665	0.04796	0.454024	0.146542
accelerate	0.11498	0.402034	0.258845	0.163878	0.453673	0.095798	0.436674	0.204916
accelerated	0.10998	0.312034	0.181845	0.135931	0.338475	0.097393	0.335456	0.14322
acceleration	0.20398	0.405034	0.342845	0.280736	0.487488	0.082132	0.543216	0.146196
accelerator	0.09298	0.330034	0.311845	0.181143	0.42651	0.009537	0.429676	0.173501
accelerators	0.09298	0.330034	0.311845	0.181143	0.42651	0.009537	0.429676	0.173501
accent	0.09798	-0.142966	0.008845	0.110231	-0.128786	-0.03716	-0.01312	-0.169011
accents	0.09798	-0.142966	0.008845	0.110231	-0.128786	-0.03716	-0.01312	-0.169011
accentuate	0.17298	0.056034	0.166845	0.221352	0.109085	-0.00167	0.233654	-0.079384
accept	0.34698	-0.213966	0.064845	0.36285	-0.196723	0.00463	0.11747	-0.395678
acceptable	0.31198	-0.213966	0.082845	0.341286	-0.181382	-0.024502	0.113069	-0.369582
acceptance	0.33298	-0.212966	0.254845	0.442075	-0.090666	-0.132382	0.248484	-0.376705
acceptances	0.34698	-0.086966	0.147845	0.383841	-0.046949	0.016677	0.238219	-0.304614
accepted	0.34698	-0.213966	0.064845	0.36285	-0.196723	0.00463	0.11747	-0.395678
accepting	0.34698	-0.213966	0.064845	0.36285	-0.196723	0.00463	0.11747	-0.395678
accepts	0.34698	-0.213966	0.064845	0.36285	-0.196723	0.00463	0.11747	-0.395678
access	0.21398	-0.027966	0.066845	0.221167	-0.020967	0.041029	0.141562	-0.171215
accessible	0.29598	-0.089966	0.144845	0.338797	-0.042915	-0.007276	0.20922	-0.269911
accession	0.11198	-0.116966	0.135845	0.179578	-0.040721	-0.103768	0.098187	-0.155775
accessions	0.11198	-0.116966	0.135845	0.179578	-0.040721	-0.103768	0.098187	-0.155775
accessories	0.06198	-0.207966	-0.055155	0.058035	-0.211365	-0.045716	-0.108421	-0.190495
accessory	0.06198	-0.207966	-0.055155	0.058035	-0.211365	-0.045716	-0.108421	-0.190495
accident	-0.37502	0.408034	-0.164155	-0.463857	0.307473	0.156128	-0.11058	0.545413
accidental	-0.18102	0.284034	-0.193155	-0.291745	0.158504	0.20128	-0.094216	0.318374
accidentally	-0.16702	0.241034	-0.167155	-0.260716	0.134888	0.166632	-0.088974	0.279735
accidentals	-0.18102	0.284034	-0.193155	-0.291745	0.158504	0.20128	-0.094216	0.318374
acclaim	0.06198	0.309034	0.217845	0.112253	0.363172	0.048013	0.336176	0.177427
acclaims	0.06198	0.309034	0.217845	0.112253	0.363172	0.048013	0.336176	0.177427
accolade	0.18798	0.091034	0.274845	0.281072	0.194116	-0.049809	0.336008	-0.061487
accolades	0.18798	0.091034	0.274845	0.281072	0.194116	-0.049809	0.336008	-0.061487
accommodate	0.34398	-0.124966	0.065845	0.34745	-0.122274	0.051011	0.159223	-0.332144
accommodation	0.31698	-0.084966	0.086845	0.328266	-0.073582	0.045437	0.180089	-0.284149
accompaniment	0.23998	-0.020966	0.194845	0.304197	0.050049	-0.030885	0.25049	-0.179709
accompaniments	0.23998	-0.020966	0.194845	0.304197	0.050049	-0.030885	0.25049	-0.179709
accompany	0.33298	-0.093966	0.084845	0.342466	-0.084643	0.04956	0.182309	-0.302012
accompanying	0.28698	-0.039966	0.081845	0.293229	-0.03438	0.059061	0.183034	-0.231654
accompanyings	0.28698	-0.039966	0.081845	0.293229	-0.03438	0.059061	0.183034	-0.231654
accomplice	-0.09202	0.080034	0.009845	-0.086689	0.086046	-0.007161	-0.000455	0.122142
accomplices	-0.09202	0.080034	0.009845	-0.086689	0.086046	-0.007161	-0.000455	0.122142
accomplish	0.42898	0.173034	0.315845	0.496712	0.245554	0.08187	0.524862	-0.177595
accomplished	0.36998	0.020034	0.297845	0.459937	0.118976	-0.017325	0.409354	-0.241096
accomplishment	0.41698	0.194034	0.387845	0.517873	0.303825	0.037987	0.581028	-0.151355
accomplishments	0.41698	0.194034	0.387845	0.517873	0.303825	0.037987	0.581028	-0.151355
accord	0.39798	-0.235966	-0.118155	0.322086	-0.322212	0.143067	-8.9e-05	-0.455588
accordance	0.15898	-0.150966	0.099845	0.207918	-0.095785	-0.07503	0.07929	-0.214751
accordances	0.15898	-0.150966	0.099845	0.207918	-0.095785	-0.07503	0.07929	-0.214751
accordion	0.10398	-0.009966	-0.139155	0.024304	-0.100243	0.140128	-0.053697	-0.088068
accordions	0.10398	-0.009966	-0.139155	0.024304	-0.100243	0.140128	-0.053697	-0.088068
accords	0.39798	-0.235966	-0.118155	0.322086	-0.322212	0.143067	-8.9e-05	-0.455588
account	0.03098	-0.152966	-0.028155	0.036046	-0.146407	-0.04916	-0.078037	-0.129014
accountability	0.25498	0.037034	0.332845	0.374924	0.170319	-0.087152	0.385545	-0.144678
accountable	0.20898	-0.217966	0.276845	0.346316	-0.063086	-0.209547	0.200274	-0.289491
accountant	0.12498	-0.049966	0.138845	0.182245	0.014109	-0.063104	0.138843	-0.11889
accountants	0.12498	-0.049966	0.138845	0.182245	0.014109	-0.063104	0.138843	-0.11889
accounting	0.05198	-0.109966	0.176845	0.146449	-0.00315	-0.15688	0.101328	-0.105783
accounts	0.09198	-0.159966	-0.029155	0.089294	-0.162454	-0.023121	-0.051732	-0.178013
accredited	0.16898	-0.020966	0.267845	0.278017	0.100947	-0.115111	0.267969	-0.125207
accretion	-0.05202	0.019034	0.171845	0.034955	0.117158	-0.132858	0.10756	0.058126
accretions	-0.05202	0.019034	0.171845	0.034955	0.117158	-0.132858	0.10756	0.058126
accrue	0.01998	-0.018966	0.101845	0.069117	0.036375	-0.070929	0.074594	-0.023152
accrues	0.01998	-0.018966	0.101845	0.069117	0.036375	-0.070929	0.074594	-0.023152
accueil	-0.05002	-0.048966	-0.030155	-0.050406	-0.048767	-0.029832	-0.070126	0.001159
accumulate	0.07298	0.036034	0.106845	0.109086	0.076009	-0.019058	0.130882	-0.023389
accumulation	-0.02102	0.027034	0.099845	0.025874	0.079783	-0.064086	0.07471	0.038119
accumulations	-0.02102	0.027034	0.099845	0.025874	0.079783	-0.064086	0.07471	0.038119
accuracies	0.10398	-0.018966	0.301845	0.237947	0.131397	-0.168517	0.261165	-0.075342
accuracy	0.10398	-0.018966	0.301845	0.237947	0.131397	-0.168517	0.261165	-0.075342
accurate	0.24298	-0.139966	0.236845	0.344777	-0.025841	-0.123232	0.225522	-0.262066
accursed	-0.36502	0.245034	-0.155155	-0.426546	0.176276	0.065878	-0.176968	0.426259
accusation	-0.42702	0.218034	0.063845	-0.370635	0.282608	-0.129318	-0.062245	0.461913
accusations	-0.42702	0.218034	0.063845	-0.370635	0.282608	-0.129318	-0.062245	0.461913
accusative	-0.30202	0.255034	-0.018155	-0.307675	0.248745	0.00709	-0.04167	0.393448
accusatives	-0.30202	0.255034	-0.018155	-0.307675	0.248745	0.00709	-0.04167	0.393448
accuse	-0.36702	0.252034	-0.000155	-0.354701	0.266395	-0.038021	-0.062442	0.439182
accused	-0.37002	0.170034	-0.080155	-0.383559	0.155853	-0.029044	-0.161013	0.381422
accuser	-0.37802	0.279034	0.114845	-0.312873	0.352767	-0.107772	0.02821	0.470678
accusers	-0.37802	0.279034	0.114845	-0.312873	0.352767	-0.107772	0.02821	0.470678
accuses	-0.36702	0.252034	-0.000155	-0.354701	0.266395	-0.038021	-0.062442	0.439182
accusing	-0.34402	0.245034	-0.176155	-0.418518	0.161542	0.090382	-0.18171	0.410165
accustomed	0.04198	-0.134966	-0.059155	0.027935	-0.150116	-0.01274	-0.086395	-0.125901
ace	0.14298	-0.018966	0.045845	0.148392	-0.013601	0.026451	0.095311	-0.114546
aces	0.14298	-0.018966	0.045845	0.148392	-0.013601	0.026451	0.095311	-0.114546
acetic	-0.16702	-0.079966	0.018845	-0.123239	-0.029119	-0.136417	-0.107733	0.066553
acetylene	-0.19402	-0.030966	0.008845	-0.15869	0.010194	-0.115735	-0.105003	0.119419
ache	-0.35402	0.260034	-0.188155	-0.435172	0.169007	0.102041	-0.188207	0.427219
ached	-0.35402	0.260034	-0.188155	-0.435172	0.169007	0.102041	-0.188207	0.427219
aches	-0.35402	0.260034	-0.188155	-0.435172	0.169007	0.102041	-0.188207	0.427219
achieve	0.31598	0.045034	0.342845	0.431228	0.17261	-0.060514	0.426978	-0.182871
achieved	0.39598	0.019034	0.274845	0.47147	0.101536	0.010402	0.405177	-0.261583
achievement	0.39598	0.308034	0.258845	0.420611	0.331298	0.178924	0.53168	-0.063153
achievements	0.39598	0.308034	0.258845	0.420611	0.331298	0.178924	0.53168	-0.063153
aching	-0.44702	0.380034	-0.152155	-0.516084	0.302361	0.098178	-0.151125	0.578728
achy	-0.33302	0.340034	-0.127155	-0.399616	0.264729	0.113666	-0.095379	0.469762
acid	-0.23502	0.142034	0.065845	-0.192496	0.190365	-0.080314	-0.001507	0.270723
acidities	-0.34402	0.163034	-0.140155	-0.388942	0.113404	0.020898	-0.194835	0.355213
acidity	-0.34402	0.163034	-0.140155	-0.388942	0.113404	0.020898	-0.194835	0.355213
acids	-0.23502	0.142034	0.065845	-0.192496	0.190365	-0.080314	-0.001507	0.270723
acknowledge	0.28598	-0.129966	0.160845	0.343836	-0.065648	-0.044877	0.196708	-0.289549
acknowledged	0.21398	-0.056966	0.264845	0.320815	0.062442	-0.111149	0.271004	-0.182697
acknowledgement	0.31898	0.039034	0.329845	0.428457	0.160134	-0.053395	0.416197	-0.189733
acknowledgements	0.31898	0.039034	0.329845	0.428457	0.160134	-0.053395	0.416197	-0.189733
acknowledges	0.28598	-0.129966	0.160845	0.343836	-0.065648	-0.044877	0.196708	-0.289549
acknowledging	0.28598	-0.129966	0.160845	0.343836	-0.065648	-0.044877	0.196708	-0.289549
acknowledgment	0.29598	0.028034	0.276845	0.384721	0.125996	-0.033883	0.361131	-0.182946
acknowledgments	0.29598	0.028034	0.276845	0.384721	0.125996	-0.033883	0.361131	-0.182946
acme	-0.09202	-0.064966	-0.125155	-0.130025	-0.106768	0.006798	-0.167438	0.016445
acmes	-0.09202	-0.064966	-0.125155	-0.130025	-0.106768	0.006798	-0.167438	0.016445
acne	-0.33302	-0.025966	-0.192155	-0.376251	-0.072471	-0.04103	-0.317295	0.214804
acnes	-0.33302	-0.025966	-0.192155	-0.376251	-0.072471	-0.04103	-0.317295	0.214804
acorn	-0.05202	-0.301966	-0.308155	-0.148182	-0.407886	0.022803	-0.3932	-0.183638
acorns	-0.05202	-0.301966	-0.308155	-0.148182	-0.407886	0.022803	-0.3932	-0.183638
acoustic	0.04198	-0.037966	0.035845	0.059183	-0.018588	-0.025307	0.028705	-0.054992
acoustics	0.11098	-0.169966	0.008845	0.125491	-0.153135	-0.045659	-0.019548	-0.197019
acquaint	0.14598	-0.008966	0.138845	0.19426	0.044586	-0.030719	0.168889	-0.105835
acquaintance	0.15598	-0.209966	0.169845	0.247836	-0.106037	-0.156832	0.100267	-0.250226
acquaintances	0.15598	-0.209966	0.169845	0.247836	-0.106037	-0.156832	0.100267	-0.250226
acquainted	0.40598	-0.141966	0.131845	0.435309	-0.11041	0.025932	0.229738	-0.385882
acquiescence	0.04198	-0.019966	0.053845	0.06516	0.006021	-0.027895	0.050332	-0.041818
acquire	0.33298	-0.031966	0.199845	0.388569	0.028851	0.004142	0.29516	-0.254359
acquiring	0.23498	0.010034	0.316845	0.35398	0.142559	-0.100409	0.351106	-0.149497
acquisition	0.19798	0.009034	0.235845	0.283179	0.103726	-0.062856	0.273583	-0.126893
acquisitions	0.27298	0.160034	0.289845	0.351402	0.245617	0.018104	0.422156	-0.074801
acquit	0.08298	0.071034	0.110845	0.114422	0.105459	0.002043	0.155479	-0.006338
acquittal	0.25998	-0.002966	0.199845	0.321189	0.06442	-0.014956	0.272667	-0.181563
acquittals	0.25998	-0.002966	0.199845	0.321189	0.06442	-0.014956	0.272667	-0.181563
acre	0.08298	-0.112966	-0.077155	0.051395	-0.148263	0.031251	-0.068496	-0.141179
acreage	0.24098	-0.049966	0.027845	0.228997	-0.064567	0.06881	0.11627	-0.207581
acreages	0.24098	-0.049966	0.027845	0.228997	-0.064567	0.06881	0.11627	-0.207581
acres	0.00998	-0.136966	-0.000155	0.028998	-0.114678	-0.069766	-0.060585	-0.101594
acrobat	0.20798	0.328034	0.101845	0.179671	0.292677	0.20807	0.334	0.079907
acrobats	0.20798	0.328034	0.101845	0.179671	0.292677	0.20807	0.334	0.079907
acrylic	0.08198	-0.220966	-0.080155	0.065215	-0.238833	-0.02602	-0.122767	-0.214995
acrylics	0.08198	-0.220966	-0.080155	0.065215	-0.238833	-0.02602	-0.122767	-0.214995
act	0.15598	0.204034	0.234845	0.217303	0.270765	0.024024	0.345117	0.037803
acted	0.15598	0.204034	0.234845	0.217303	0.270765	0.024024	0.345117	0.037803
acting	0.19798	0.143034	-0.000155	0.149558	0.086346	0.172719	0.166809	-0.044698
actings	0.19798	0.143034	-0.000155	0.149558	0.086346	0.172719	0.166809	-0.044698
action	0.25998	0.398034	0.301845	0.31041	0.450555	0.133331	0.538083	0.099097
action figure	0.11498	0.274034	0.110845	0.111745	0.267838	0.127976	0.268405	0.110374
action figures	0.11498	0.274034	0.110845	0.111745	0.267838	0.127976	0.268405	0.110374
actionable	0.17298	0.202034	0.112845	0.173553	0.200268	0.11509	0.264331	0.01889
actions	0.25998	0.398034	0.301845	0.31041	0.450555	0.133331	0.538083	0.099097
activate	0.26398	0.150034	0.305845	0.352825	0.247476	-0.002669	0.424477	-0.074493
activation	0.28098	0.300034	0.253845	0.320074	0.340331	0.123023	0.466977	0.014323
