word	valence	arousal	dominance	goodness	energy	structure	power	danger
mending	-2e-05	0.133034	0.156845	0.055622	0.194787	-0.035535	0.177065	0.098405
mends	0.04198	-0.063966	0.101845	0.094838	-0.00426	-0.084935	0.064048	-0.070073
menial	-0.01002	-0.079966	-0.148155	-0.068035	-0.144691	0.053671	-0.15042	-0.054204
menials	-0.01002	-0.079966	-0.148155	-0.068035	-0.144691	0.053671	-0.15042	-0.054204
meningitides	-0.39602	0.112034	-0.093155	-0.403612	0.1051	-0.06413	-0.21108	0.359714
meningitis	-0.39602	0.112034	-0.093155	-0.403612	0.1051	-0.06413	-0.21108	0.359714
menisci	-0.17702	-0.169966	-0.047155	-0.150209	-0.137556	-0.144789	-0.20348	0.008947
meniscus	-0.17702	-0.169966	-0.047155	-0.150209	-0.137556	-0.144789	-0.20348	0.008947
meniscuses	-0.17702	-0.169966	-0.047155	-0.150209	-0.137556	-0.144789	-0.20348	0.008947
menopause	-0.29602	-0.039966	-0.194155	-0.343167	-0.091008	-0.029592	-0.307008	0.178303
menopauses	-0.29602	-0.039966	-0.194155	-0.343167	-0.091008	-0.029592	-0.307008	0.178303
menses	-0.33702	0.186034	-0.169155	-0.400292	0.115543	0.056753	-0.201348	0.36475
menstrual	-0.09202	0.019034	-0.065155	-0.113685	-0.004939	0.011252	-0.08388	0.076895
mental	-0.01002	-0.009966	0.084845	0.033678	0.03937	-0.068659	0.051653	0.004025
mentalhealth	0.06198	0.041034	0.169845	0.129167	0.116041	-0.064984	0.173388	-0.009281
mentalities	0.21098	-0.084966	0.225845	0.303631	0.018678	-0.100981	0.227906	-0.201492
mentality	0.21098	-0.084966	0.225845	0.303631	0.018678	-0.100981	0.227906	-0.201492
mentals	-0.01002	-0.009966	0.084845	0.033678	0.03937	-0.068659	0.051653	0.004025
menthol	-0.01002	-0.207966	-0.067155	-0.009927	-0.206386	-0.071876	-0.152956	-0.138918
menthols	-0.01002	-0.207966	-0.067155	-0.009927	-0.206386	-0.071876	-0.152956	-0.138918
mention	0.06198	-0.134966	0.061845	0.103458	-0.087712	-0.086516	0.011134	-0.135178
mentioned	0.06198	-0.134966	0.061845	0.103458	-0.087712	-0.086516	0.011134	-0.135178
mentioning	0.06198	-0.134966	0.061845	0.103458	-0.087712	-0.086516	0.011134	-0.135178
mentions	0.06198	-0.134966	0.061845	0.103458	-0.087712	-0.086516	0.011134	-0.135178
mentor	0.21898	-0.044966	0.276845	0.329118	0.07805	-0.110483	0.287911	-0.177532
mentors	0.21898	-0.044966	0.276845	0.329118	0.07805	-0.110483	0.287911	-0.177532
menu	0.13298	-0.166966	-0.115155	0.08435	-0.22139	0.051901	-0.096901	-0.216191
menus	0.13298	-0.166966	-0.115155	0.08435	-0.22139	0.051901	-0.096901	-0.216191
meow	0.00998	0.010034	-0.088155	-0.035317	-0.041102	0.070957	-0.054037	-0.004091
meows	0.00998	0.010034	-0.088155	-0.035317	-0.041102	0.070957	-0.054037	-0.004091
mercantile	-0.02002	-0.009966	0.212845	0.086661	0.110354	-0.161601	0.139311	0.016753
mercenaries	-0.25502	0.337034	0.172845	-0.187379	0.412442	-0.057301	0.159143	0.424138
mercenary	-0.25502	0.337034	0.172845	-0.187379	0.412442	-0.057301	0.159143	0.424138
merchandise	0.09398	-0.039966	0.120845	0.145312	0.017546	-0.060079	0.115158	-0.090344
merchant	0.17498	3.4e-05	0.119845	0.208816	0.037086	0.001138	0.173879	-0.121432
merchants	0.17498	3.4e-05	0.119845	0.208816	0.037086	0.001138	0.173879	-0.121432
merciful	0.35398	-0.153966	-0.000155	0.328644	-0.183573	0.085445	0.102581	-0.362193
merciless	-0.43802	0.380034	0.133845	-0.37063	0.455966	-0.094502	0.060342	0.584491
mercurial	-0.01002	0.046034	0.017845	-0.006938	0.049252	0.008006	0.02992	0.039732
mercurials	-0.01002	0.046034	0.017845	-0.006938	0.049252	0.008006	0.02992	0.039732
mercury	-0.16302	-0.187966	-0.025155	-0.124838	-0.142713	-0.163058	-0.189187	-0.012639
mercy	0.21898	-0.270966	-0.000155	0.229519	-0.25857	-0.042866	-0.020542	-0.345131
mere	-0.10402	-0.278966	-0.324155	-0.204231	-0.38929	0.021495	-0.419682	-0.130856
merengue	0.18798	0.019034	-0.058155	0.131517	-0.045806	0.140306	0.060607	-0.125386
meres	-0.10402	-0.278966	-0.324155	-0.204231	-0.38929	0.021495	-0.419682	-0.130856
merge	0.25998	-0.019966	0.232845	0.339614	0.068284	-0.04695	0.288428	-0.191859
merged	0.25998	-0.019966	0.232845	0.339614	0.068284	-0.04695	0.288428	-0.191859
merger	0.09198	-0.009966	0.141845	0.149214	0.054	-0.059149	0.143694	-0.067326
mergers	0.09198	-0.009966	0.141845	0.149214	0.054	-0.059149	0.143694	-0.067326
merges	0.25998	-0.019966	0.232845	0.339614	0.068284	-0.04695	0.288428	-0.191859
merging	0.25998	-0.019966	0.232845	0.339614	0.068284	-0.04695	0.288428	-0.191859
meridian	0.00998	-0.175966	0.057845	0.062744	-0.115413	-0.130968	-0.037243	-0.125976
meridians	0.00998	-0.175966	0.057845	0.062744	-0.115413	-0.130968	-0.037243	-0.125976
meridional	-0.13502	-0.209966	0.099845	-0.037194	-0.097568	-0.247754	-0.095291	-0.04269
meridionals	-0.13502	-0.209966	0.099845	-0.037194	-0.097568	-0.247754	-0.095291	-0.04269
meringue	0.12498	0.080034	-0.089155	0.053072	-0.002235	0.16478	0.035947	-0.039108
merit	0.35398	3.4e-05	0.221845	0.412519	0.063828	0.01647	0.336828	-0.246561
meritorious	0.28098	0.118034	0.354845	0.395875	0.244926	-0.045729	0.453114	-0.106737
merits	0.35398	3.4e-05	0.221845	0.412519	0.063828	0.01647	0.336828	-0.246561
mermaid	0.26498	0.123034	-0.048155	0.187304	0.033137	0.226914	0.155876	-0.109012
mermaids	0.26498	0.123034	-0.048155	0.187304	0.033137	0.226914	0.155876	-0.109012
merriment	0.44798	0.221034	0.131845	0.417376	0.182379	0.243844	0.424091	-0.166168
merry	0.47898	0.231034	0.263845	0.506202	0.257242	0.173201	0.539837	-0.176041
merrychristmas	0.38798	0.010034	0.035845	0.35085	-0.034175	0.166284	0.223923	-0.272253
mesa	0.10398	-0.308966	-0.181155	0.048736	-0.369698	0.006104	-0.226954	-0.295877
mescaline	-0.01002	0.080034	-0.085155	-0.0616	0.021467	0.097478	-0.028378	0.058737
mesdames	0.07998	-0.191966	0.070845	0.131849	-0.132732	-0.115173	-0.000624	-0.187087
mesdemoiselles	0.25198	-0.040966	-0.039155	0.204899	-0.095216	0.125121	0.077558	-0.212214
mesh	-0.07102	-0.264966	-0.129155	-0.083946	-0.277294	-0.089404	-0.255435	-0.136717
meshes	-0.06002	-0.136966	-0.138155	-0.097893	-0.178322	-0.008187	-0.195314	-0.056872
mesmerized	0.01998	0.052034	-0.079155	-0.02862	-0.003167	0.092429	-0.022476	0.017998
mess	-0.35702	0.343034	-0.227155	-0.468932	0.216822	0.172702	-0.178269	0.484902
message	0.14998	-0.108966	-0.085155	0.104814	-0.159986	0.070975	-0.039013	-0.187242
messages	0.14998	-0.108966	-0.085155	0.104814	-0.159986	0.070975	-0.039013	-0.187242
messedup	-0.16702	0.115034	-0.142155	-0.229865	0.044486	0.080745	-0.131083	0.193995
messenger	0.19398	-0.065966	-0.000155	0.177314	-0.085449	0.056904	0.064958	-0.185801
messengers	0.19398	-0.065966	-0.000155	0.177314	-0.085449	0.056904	0.064958	-0.185801
messes	-0.35702	0.343034	-0.227155	-0.468932	0.216822	0.172702	-0.178269	0.484902
messiah	0.28098	0.134034	0.299845	0.367008	0.228311	0.000872	0.420954	-0.098074
messiahs	0.28098	0.134034	0.299845	0.367008	0.228311	0.000872	0.420954	-0.098074
messy	-0.24002	0.135034	-0.360155	-0.400846	-0.045547	0.206889	-0.315648	0.251235
met	0.25998	0.010034	0.079845	0.26148	0.010094	0.074779	0.192032	-0.177756
metabolic	-0.09202	0.031034	0.058845	-0.055783	0.072182	-0.067614	0.011596	0.090485
metabolism	0.19798	0.009034	0.054845	0.196045	0.005606	0.061809	0.142589	-0.134661
metabolisms	0.19798	0.009034	0.054845	0.196045	0.005606	0.061809	0.142589	-0.134661
metal	0.05098	-0.070966	0.046845	0.077179	-0.041287	-0.046565	0.02538	-0.083768
metallic	0.11498	-0.169966	0.106845	0.176123	-0.100648	-0.111244	0.053369	-0.195707
metallics	0.11498	-0.169966	0.106845	0.176123	-0.100648	-0.111244	0.053369	-0.195707
metallurgy	-0.10402	0.009034	0.086845	-0.049382	0.071124	-0.104626	0.015373	0.085211
metamorphoses	0.04098	0.071034	0.112845	0.07911	0.113242	-0.019416	0.136013	0.024135
metamorphosis	0.04098	0.071034	0.112845	0.07911	0.113242	-0.019416	0.136013	0.024135
metaphor	0.06198	-0.219966	-0.030155	0.071862	-0.207713	-0.069475	-0.096061	-0.19769
metaphorical	-2e-05	-0.087966	-0.020155	0.003416	-0.083498	-0.034068	-0.056627	-0.061458
metaphysical	0.12998	0.073034	0.185845	0.190821	0.14027	-0.026052	0.234117	-0.035745
metaphysics	0.06098	-0.103966	0.087845	0.110482	-0.047882	-0.088007	0.044265	-0.11198
metastases	-0.32302	0.146034	-0.048155	-0.323977	0.145902	-0.041691	-0.125918	0.332255
metastasis	-0.32302	0.146034	-0.048155	-0.323977	0.145902	-0.041691	-0.125918	0.332255
meteor	-0.10202	0.214034	0.236845	-0.006058	0.321252	-0.095261	0.222876	0.231443
meteoric	0.08998	0.302034	0.183845	0.121114	0.334499	0.081003	0.322167	0.150886
meteorite	-0.11502	0.294034	0.249845	-0.022974	0.396376	-0.066831	0.264035	0.296525
meteorites	-0.11502	0.294034	0.249845	-0.022974	0.396376	-0.066831	0.264035	0.296525
meteorological	0.13498	0.057034	0.055845	0.134947	0.055799	0.057157	0.134877	-0.055966
meteorologies	0.12998	-0.081966	0.188845	0.215412	0.014015	-0.112591	0.16223	-0.142409
meteorology	0.12998	-0.081966	0.188845	0.215412	0.014015	-0.112591	0.16223	-0.142409
meteors	-0.10202	0.214034	0.236845	-0.006058	0.321252	-0.095261	0.222876	0.231443
meter	-0.06202	-0.199966	-0.037155	-0.041591	-0.175229	-0.113042	-0.153315	-0.094496
meters	-0.06202	-0.199966	-0.037155	-0.041591	-0.175229	-0.113042	-0.153315	-0.094496
meth	-0.14602	0.064034	-0.160155	-0.212777	-0.010698	0.075389	-0.158021	0.142891
methadone	-0.26002	0.040034	-0.047155	-0.253254	0.048941	-0.070027	-0.144471	0.213685
methane	-0.21002	-0.039966	0.068845	-0.142281	0.037846	-0.169615	-0.073846	0.127369
methanol	-0.20802	3.4e-05	0.069845	-0.146045	0.071071	-0.147548	-0.053015	0.153525
method	0.13998	-0.224966	0.197845	0.249736	-0.100682	-0.191942	0.105398	-0.247783
methodical	0.16298	-0.139966	0.244845	0.279534	-0.008743	-0.166992	0.191478	-0.203843
methodologies	0.16398	-0.172966	0.244845	0.285325	-0.036129	-0.184499	0.176208	-0.227303
methodology	0.16398	-0.172966	0.244845	0.285325	-0.036129	-0.184499	0.176208	-0.227303
methods	0.13998	-0.224966	0.197845	0.249736	-0.100682	-0.191942	0.105398	-0.247783
meths	-0.14602	0.064034	-0.160155	-0.212777	-0.010698	0.075389	-0.158021	0.142891
meticulous	0.05498	-0.019966	0.054845	0.076869	0.004489	-0.022368	0.057529	-0.05118
metime	0.03098	-0.101966	-0.083155	0.001953	-0.134145	0.016516	-0.093474	-0.096236
metric	0.01898	-0.251966	0.072845	0.089087	-0.17142	-0.178416	-0.058218	-0.184206
metrical	0.02098	-0.124966	-0.018155	0.028042	-0.11629	-0.045569	-0.062401	-0.102058
metrics	0.01898	-0.251966	0.072845	0.089087	-0.17142	-0.178416	-0.058218	-0.184206
metrology	0.03098	-0.067966	-0.061155	0.007466	-0.094168	0.019893	-0.061307	-0.071866
metropoleis	0.15598	0.125034	0.278845	0.250282	0.22944	-0.049335	0.339215	-0.014738
metropolis	0.15598	0.125034	0.278845	0.250282	0.22944	-0.049335	0.339215	-0.014738
metropolises	0.15598	0.125034	0.278845	0.250282	0.22944	-0.049335	0.339215	-0.014738
metropolitan	-0.11302	-0.091966	0.222845	0.023398	0.062956	-0.257644	0.061061	0.027972
metropolitans	-0.11302	-0.091966	0.222845	0.023398	0.062956	-0.257644	0.061061	0.027972
mettle	0.16698	0.029034	0.249845	0.260158	0.132761	-0.07642	0.277835	-0.090084
mew	-0.08202	-0.018966	-0.120155	-0.12585	-0.067701	0.033205	-0.136861	0.041118
mews	-0.08202	-0.018966	-0.120155	-0.12585	-0.067701	0.033205	-0.136861	0.041118
mezzanine	-0.02102	-0.072966	-0.096155	-0.053548	-0.108972	0.016411	-0.114919	-0.039191
mezzanines	-0.02102	-0.072966	-0.096155	-0.053548	-0.108972	0.016411	-0.114919	-0.039191
mica	0.03098	-0.249966	-0.186155	-0.025531	-0.312087	0.006799	-0.238732	-0.202626
mice	-0.07302	-0.058966	-0.294155	-0.195868	-0.196463	0.135552	-0.27742	-0.000421
mick	-0.05102	-0.048966	-0.118155	-0.093633	-0.096312	0.0303	-0.134312	-0.001894
micks	-0.05102	-0.048966	-0.118155	-0.093633	-0.096312	0.0303	-0.134312	-0.001894
micro	-2e-05	-0.229966	-0.250155	-0.086101	-0.325336	0.046957	-0.29093	-0.169165
microbe	-0.24502	-0.049966	-0.160155	-0.281258	-0.088962	-0.034075	-0.261785	0.135974
microbes	-0.24502	-0.049966	-0.160155	-0.281258	-0.088962	-0.034075	-0.261785	0.135974
microbiology	0.07098	-0.121966	0.059845	0.108327	-0.079506	-0.073751	0.020379	-0.132818
microchip	0.05098	-0.141966	-0.068155	0.032421	-0.162206	-0.006053	-0.091772	-0.137622
microchips	0.05098	-0.141966	-0.068155	0.032421	-0.162206	-0.006053	-0.091772	-0.137622
microcosm	-2e-05	3.4e-05	0.019845	0.009531	0.010789	-0.013659	0.014368	0.00089
microcosms	-2e-05	3.4e-05	0.019845	0.009531	0.010789	-0.013659	0.014368	0.00089
microfilm	-0.03102	-0.147966	-0.088155	-0.047134	-0.164918	-0.034754	-0.149943	-0.083286
microfilms	-0.03102	-0.147966	-0.088155	-0.047134	-0.164918	-0.034754	-0.149943	-0.083286
microgram	-0.05202	-0.213966	-0.145155	-0.082855	-0.246921	-0.041505	-0.233187	-0.116012
micrograms	-0.05202	-0.213966	-0.145155	-0.082855	-0.246921	-0.041505	-0.233187	-0.116012
micrometer	0.07298	-0.141966	-0.106155	0.033128	-0.186314	0.030639	-0.108319	-0.155169
micrometers	0.07298	-0.141966	-0.106155	0.033128	-0.186314	0.030639	-0.108319	-0.155169
micron	-0.12502	-0.208966	-0.185155	-0.165907	-0.252836	-0.046133	-0.296096	-0.061468
microns	-0.12502	-0.208966	-0.185155	-0.165907	-0.252836	-0.046133	-0.296096	-0.061468
microphone	0.05098	-0.068966	-0.038155	0.035961	-0.085715	0.013069	-0.035181	-0.086038
microphones	0.05098	-0.068966	-0.038155	0.035961	-0.085715	0.013069	-0.035181	-0.086038
micros	-2e-05	-0.229966	-0.250155	-0.086101	-0.325336	0.046957	-0.29093	-0.169165
microscope	0.03098	-0.169966	-0.036155	0.034733	-0.164769	-0.052915	-0.09195	-0.14107
microscopes	0.03098	-0.169966	-0.036155	0.034733	-0.164769	-0.052915	-0.09195	-0.14107
microscopic	-0.14002	-0.172966	-0.067155	-0.127432	-0.156774	-0.114959	-0.200964	-0.020748
microscopically	0.12298	-0.129966	-0.088155	0.083186	-0.174631	0.048688	-0.064662	-0.182304
microscopies	-2e-05	-0.160966	-0.045155	0.002282	-0.157278	-0.056633	-0.109599	-0.112826
microscopy	-2e-05	-0.160966	-0.045155	0.002282	-0.157278	-0.056633	-0.109599	-0.112826
microwave	0.04198	-0.002966	-0.057155	0.009186	-0.040127	0.057821	-0.021879	-0.034869
microwaves	0.04198	-0.002966	-0.057155	0.009186	-0.040127	0.057821	-0.021879	-0.034869
mid	-2e-05	-0.184966	-0.144155	-0.041793	-0.230747	-0.001526	-0.192715	-0.133611
midair	0.13298	-0.086966	-0.045155	0.106102	-0.11744	0.047287	-0.008017	-0.158068
midairs	0.13298	-0.086966	-0.045155	0.106102	-0.11744	0.047287	-0.008017	-0.158068
midday	0.15798	-0.249966	-0.097155	0.127002	-0.284098	0.006222	-0.111083	-0.290691
middle	-0.04202	-0.342966	-0.200155	-0.081431	-0.384761	-0.069146	-0.329648	-0.214487
middleman	-2e-05	-0.095966	-0.048155	-0.008869	-0.105277	-0.019143	-0.080713	-0.068171
middlemen	-2e-05	-0.095966	-0.048155	-0.008869	-0.105277	-0.019143	-0.080713	-0.068171
middles	-0.04202	-0.342966	-0.200155	-0.081431	-0.384761	-0.069146	-0.329648	-0.214487
middleweight	0.00998	-0.197966	-0.072155	0.003447	-0.204036	-0.05342	-0.141838	-0.146713
midget	-0.10402	-0.204966	-0.246155	-0.177732	-0.285953	0.008101	-0.327875	-0.076524
midgets	-0.10402	-0.204966	-0.246155	-0.177732	-0.285953	0.008101	-0.327875	-0.076524
midland	0.02098	-0.097966	-0.044155	0.011493	-0.108108	-0.012947	-0.068317	-0.084571
midlands	0.02098	-0.097966	-0.044155	0.011493	-0.108108	-0.012947	-0.068317	-0.084571
midlife	0.09398	-0.255966	-0.027155	0.106321	-0.240893	-0.075861	-0.095157	-0.245517
midline	-0.16802	-0.275966	-0.170155	-0.185819	-0.293123	-0.113538	-0.338663	-0.075876
midlines	-0.16802	-0.275966	-0.170155	-0.185819	-0.293123	-0.113538	-0.338663	-0.075876
midlives	0.09398	-0.255966	-0.027155	0.106321	-0.240893	-0.075861	-0.095157	-0.245517
midnight	0.06198	-0.029966	0.044845	0.079594	-0.010299	-0.017584	0.048999	-0.063564
midnights	0.06198	-0.029966	0.044845	0.079594	-0.010299	-0.017584	0.048999	-0.063564
mids	-2e-05	-0.184966	-0.144155	-0.041793	-0.230747	-0.001526	-0.192715	-0.133611
midshipman	-0.03102	0.115034	0.284845	0.093155	0.254269	-0.148327	0.245666	0.113925
midshipmen	-0.03102	0.115034	0.284845	0.093155	0.254269	-0.148327	0.245666	0.113925
midst	-0.17602	-0.224966	-0.204155	-0.216712	-0.268201	-0.066151	-0.342886	-0.036409
midsummer	0.28098	-0.019966	-0.008155	0.241734	-0.065711	0.12908	0.124467	-0.217396
midsummers	0.28098	-0.019966	-0.008155	0.241734	-0.065711	0.12908	0.124467	-0.217396
midterm	-0.07302	-0.162966	-0.075155	-0.07491	-0.163547	-0.071964	-0.168615	-0.062676
midterms	-0.07302	-0.162966	-0.075155	-0.07491	-0.163547	-0.071964	-0.168615	-0.062676
midtown	-0.02102	-0.057966	0.037845	0.00872	-0.023956	-0.067707	-0.010773	-0.023105
midway	-0.04102	-0.183966	-0.196155	-0.102386	-0.251571	0.01523	-0.250286	-0.10549
midways	-0.04102	-0.183966	-0.196155	-0.102386	-0.251571	0.01523	-0.250286	-0.10549
midwife	0.03098	0.070034	-0.047155	-0.006402	0.027277	0.085458	0.01476	0.023815
midwiferies	0.00998	0.070034	-0.041155	-0.021651	0.033879	0.071285	0.008646	0.039266
midwifery	0.00998	0.070034	-0.041155	-0.021651	0.033879	0.071285	0.008646	0.039266
midwives	0.03098	0.070034	-0.047155	-0.006402	0.027277	0.085458	0.01476	0.023815
mien	-2e-05	-0.147966	-0.053155	-0.00351	-0.15089	-0.044038	-0.109177	-0.104213
miffed	-0.29602	0.226034	-0.071155	-0.323677	0.19513	0.030658	-0.090896	0.366852
mighties	0.35498	0.337034	0.435845	0.466077	0.457716	0.053216	0.65322	-0.005912
mighty	0.35498	0.337034	0.435845	0.466077	0.457716	0.053216	0.65322	-0.005912
mignon	0.05098	-0.059966	-0.077155	0.015843	-0.099431	0.044835	-0.059106	-0.081511
mignons	0.05098	-0.059966	-0.077155	0.015843	-0.099431	0.044835	-0.059106	-0.081511
migraine	-0.36502	0.283034	-0.182155	-0.445219	0.19299	0.105183	-0.178352	0.451282
migraines	-0.36502	0.283034	-0.182155	-0.445219	0.19299	0.105183	-0.178352	0.451282
migrate	-0.08502	0.080034	-0.046155	-0.107602	0.054572	0.034757	-0.037498	0.114674
migration	-0.00802	0.231034	0.065845	-0.00973	0.227586	0.076725	0.154047	0.167808
migrations	-0.00802	0.231034	0.065845	-0.00973	0.227586	0.076725	0.154047	0.167808
migratory	-0.05202	0.021034	-0.009155	-0.052477	0.020688	-0.007103	-0.022478	0.051736
mike	0.04198	-0.134966	-0.077155	0.01927	-0.159874	-0.000342	-0.099422	-0.126673
mikes	0.04198	-0.134966	-0.077155	0.01927	-0.159874	-0.000342	-0.099422	-0.126673
mil	0.03398	-0.111966	-0.153155	-0.027661	-0.180821	0.060713	-0.147419	-0.1083
mild	0.13498	-0.301966	-0.284155	0.02488	-0.424703	0.095683	-0.282717	-0.317904
mildew	-0.15602	-0.249966	-0.259155	-0.222182	-0.321833	-0.032332	-0.384677	-0.070464
mildness	0.32698	-0.273966	-0.189155	0.23226	-0.380728	0.137312	-0.104983	-0.433448
milds	0.13498	-0.301966	-0.284155	0.02488	-0.424703	0.095683	-0.282717	-0.317904
mile	0.02098	-0.082966	-0.044155	0.009253	-0.095733	-0.004772	-0.06115	-0.074236
mileage	0.00998	-0.041966	0.061845	0.044659	-0.002689	-0.060695	0.029677	-0.03348
miles	0.02098	-0.082966	-0.044155	0.009253	-0.095733	-0.004772	-0.06115	-0.074236
milestone	0.21898	-0.126966	0.057845	0.235936	-0.108322	-0.004335	0.090237	-0.243428
milestones	0.21898	-0.126966	0.057845	0.235936	-0.108322	-0.004335	0.090237	-0.243428
militant	-0.08202	0.167034	0.249845	0.024493	0.286333	-0.120266	0.219787	0.185149
militants	-0.24002	0.173034	0.151845	-0.160043	0.263359	-0.125043	0.073055	0.29939
militaries	-0.10402	0.210034	0.374845	0.059246	0.39308	-0.193445	0.319843	0.236057
military	-0.10402	0.210034	0.374845	0.059246	0.39308	-0.193445	0.319843	0.236057
militia	-0.10402	0.229034	0.268845	0.00538	0.351294	-0.110082	0.252206	0.244598
militias	-0.10402	0.229034	0.268845	0.00538	0.351294	-0.110082	0.252206	0.244598
milk	0.31698	-0.229966	-0.173155	0.224755	-0.334158	0.14549	-0.077359	-0.395211
milked	0.31698	-0.229966	-0.173155	0.224755	-0.334158	0.14549	-0.077359	-0.395211
milking	0.31698	-0.229966	-0.173155	0.224755	-0.334158	0.14549	-0.077359	-0.395211
milkman	0.24998	-0.119966	-0.196155	0.139389	-0.245185	0.189245	-0.074809	-0.271935
milkmen	0.24998	-0.119966	-0.196155	0.139389	-0.245185	0.189245	-0.074809	-0.271935
milks	0.31698	-0.229966	-0.173155	0.224755	-0.334158	0.14549	-0.077359	-0.395211
milkshake	0.29598	0.021034	-0.170155	0.170579	-0.122097	0.270175	0.034282	-0.206953
milkshakes	0.29598	0.021034	-0.170155	0.170579	-0.122097	0.270175	0.034282	-0.206953
milky	0.01698	-0.216966	-0.189155	-0.043994	-0.284254	0.020156	-0.232107	-0.169889
mill	0.03098	-0.117966	-0.153155	-0.029356	-0.185293	0.056009	-0.15178	-0.110264
millennia	0.07298	-0.101966	0.259845	0.203348	0.045095	-0.199645	0.175676	-0.111902
millennium	0.07298	-0.101966	0.259845	0.203348	0.045095	-0.199645	0.175676	-0.111902
millenniums	0.07298	-0.101966	0.259845	0.203348	0.045095	-0.199645	0.175676	-0.111902
milligram	-0.07102	-0.282966	-0.198155	-0.114475	-0.329549	-0.05169	-0.313973	-0.15208
milligrams	-0.07102	-0.282966	-0.198155	-0.114475	-0.329549	-0.05169	-0.313973	-0.15208
millimeter	-0.07302	-0.322966	-0.140155	-0.082308	-0.33079	-0.114393	-0.292104	-0.175703
millimeters	-0.07302	-0.322966	-0.140155	-0.082308	-0.33079	-0.114393	-0.292104	-0.175703
million	0.27598	0.147034	0.311845	0.366525	0.246339	-0.002699	0.433361	-0.084985
millionaire	0.41698	0.255034	0.349845	0.49047	0.333553	0.097404	0.582672	-0.110957
millionaires	0.41698	0.255034	0.349845	0.49047	0.333553	0.097404	0.582672	-0.110957
millionth	0.13498	0.028034	0.110845	0.165755	0.061688	0.003471	0.160826	-0.073586
millionths	0.13498	0.028034	0.110845	0.165755	0.061688	0.003471	0.160826	-0.073586
mills	0.03098	-0.117966	-0.153155	-0.029356	-0.185293	0.056009	-0.15178	-0.110264
millstone	0.00998	-0.066966	-0.008155	0.014694	-0.061262	-0.026107	-0.032929	-0.053709
millstones	0.00998	-0.066966	-0.008155	0.014694	-0.061262	-0.026107	-0.032929	-0.053709
mils	0.03398	-0.111966	-0.153155	-0.027661	-0.180821	0.060713	-0.147419	-0.1083
mime	-0.04502	-0.264966	-0.198155	-0.094707	-0.318846	-0.029449	-0.292426	-0.15849
mimes	-0.04502	-0.264966	-0.198155	-0.094707	-0.318846	-0.029449	-0.292426	-0.15849
mimic	0.05698	0.087034	-0.109155	-0.016332	0.003545	0.149857	-0.009042	0.014055
mimicking	-0.18402	-0.066966	-0.136155	-0.214481	-0.099707	-0.030704	-0.222164	0.081157
mimicries	-0.08002	-0.162966	-0.028155	-0.05833	-0.136952	-0.107682	-0.138085	-0.055594
mimicry	-0.08002	-0.162966	-0.028155	-0.05833	-0.136952	-0.107682	-0.138085	-0.055594
mimics	0.05698	0.087034	-0.109155	-0.016332	0.003545	0.149857	-0.009042	0.014055
mince	-0.08302	0.029034	-0.122155	-0.134845	-0.029024	0.060264	-0.115873	0.074827
mincemeat	-0.10402	-0.064966	-0.142155	-0.148573	-0.11407	0.012769	-0.185716	0.024398
mind	0.14998	-0.111966	0.126845	0.207319	-0.047536	-0.076675	0.112983	-0.18021
minded	0.15598	-0.105966	0.126845	0.211605	-0.043543	-0.070537	0.118838	-0.180417
mindful	0.26498	-0.049966	0.224845	0.344561	0.038399	-0.055399	0.270794	-0.21649
mindfulness	0.22898	0.135034	0.244845	0.29547	0.207615	0.014436	0.355735	-0.062123
mindless	-0.31602	-0.166966	-0.347155	-0.41513	-0.275539	-0.002988	-0.488376	0.098706
minds	0.14998	-0.111966	0.126845	0.207319	-0.047536	-0.076675	0.112983	-0.18021
mine	0.18798	-0.081966	0.077845	0.21207	-0.055409	-0.008408	0.110776	-0.189136
mined	0.18798	-0.081966	0.077845	0.21207	-0.055409	-0.008408	0.110776	-0.189136
minefield	-0.31202	0.339034	0.183845	-0.231613	0.429147	-0.09104	0.139678	0.467227
minefields	-0.31202	0.339034	0.183845	-0.231613	0.429147	-0.09104	0.139678	0.467227
miner	-0.09202	0.094034	0.143845	-0.024272	0.170237	-0.091824	0.103213	0.137539
mineral	0.01898	-0.212966	0.104845	0.098668	-0.121896	-0.179201	-0.016425	-0.155962
mineralogies	0.05098	-0.091966	0.044845	0.079352	-0.059697	-0.056632	0.013899	-0.098323
mineralogy	0.05098	-0.091966	0.044845	0.079352	-0.059697	-0.056632	0.013899	-0.098323
minerals	0.01898	-0.212966	0.104845	0.098668	-0.121896	-0.179201	-0.016425	-0.155962
miners	-0.09202	0.094034	0.143845	-0.024272	0.170237	-0.091824	0.103213	0.137539
mines	0.18798	-0.081966	0.077845	0.21207	-0.055409	-0.008408	0.110776	-0.189136
mingle	0.06098	-0.019966	-0.066155	0.023802	-0.062062	0.06384	-0.027054	-0.060715
mingled	0.02098	-0.107966	-0.143155	-0.034672	-0.170026	0.04979	-0.144744	-0.09571
mingles	0.06098	-0.019966	-0.066155	0.023802	-0.062062	0.06384	-0.027054	-0.060715
mini	-0.07902	-0.175966	-0.279155	-0.176357	-0.283904	0.058588	-0.325454	-0.076047
miniature	-0.07102	-0.207966	-0.296155	-0.172853	-0.320797	0.056682	-0.349063	-0.104612
miniatures	-0.07102	-0.207966	-0.296155	-0.172853	-0.320797	0.056682	-0.349063	-0.104612
